Latitude|Longitude|Temperature|Humidity|Pressure|Wind_Speed|Precipitation|Stability_Index|Front_Type|Time_of_Day|Season|Cloud_Cover|Solar_Radiation|Land_Use_Type|Elevation|Urban_Density|Soil_Type|Thunderstorm_Probability
32.0832|-111.9076|17.3|43.4|1019.6|19.9|36.31|10.6|Cold Front|Afternoon|Fall|9.0|462.7|Rural|273.0|High|Loam|0.51
33.7532|-104.0489|13.0|61.4|1018.8|2.0|41.28|19.3|Cold Front|Afternoon|Summer|62.5|482.6|Urban|108.7|High|Sandy|0.03
36.7625|-80.2829|24.7|40.9|1025.1|1.3|47.02|17.5|Warm Front|Afternoon|Fall|47.5|608.6|Urban|208.7|High|Loam|0.97
36.8549|-86.6847|26.7|75.3|1019.2|7.9|43.57|16.7|Warm Front|Afternoon|Summer|52.3|650.2|Suburban|78.9|High|Sandy|0.01
30.2868|-98.4205|19.5|37.0|1023.9|16.1|43.07|23.2|Cold Front|Morning|Winter|37.8|408.3|Rural|91.1|Medium|Clay|0.37
36.0083|-84.881|12.3|35.1|990.6|15.2|44.8|26.3|No Front|Afternoon|Fall|45.8|738.8|Suburban|115.7|Low|Sandy|0.56
32.6832|-70.024|20.4|52.4|991.8|10.5|7.87|22.6|No Front|Evening|Winter|58.8|550.9|Urban|186.7|High|Clay|0.12
34.6625|-103.9889|23.9|47.3|994.5|0.4|20.95|14.5|Warm Front|Evening|Winter|26.0|442.1|Rural|147.6|High|Loam|0.87
36.1247|-76.7028|14.0|74.5|1010.4|17.6|30.03|23.8|Warm Front|Morning|Spring|68.7|433.9|Urban|118.7|High|Sandy|0.33
34.3953|-89.4585|10.8|32.5|989.3|8.0|39.08|27.1|No Front|Afternoon|Summer|93.9|423.0|Rural|102.4|Medium|Sandy|0.45
35.2688|-110.0958|27.4|68.8|998.5|19.3|2.63|12.0|Warm Front|Afternoon|Winter|48.3|551.9|Suburban|201.6|High|Clay|0.69
32.0173|-113.569|33.8|46.3|1010.1|9.6|23.4|21.8|Warm Front|Afternoon|Fall|77.9|633.0|Urban|252.3|Low|Clay|0.31
32.6397|-118.8044|14.1|72.3|1024.2|5.6|14.91|21.2|No Front|Evening|Summer|37.7|635.2|Suburban|192.9|Low|Loam|0.68
33.8688|-106.5232|23.6|55.6|1005.3|19.8|19.54|27.4|No Front|Afternoon|Winter|23.2|765.2|Suburban|80.6|High|Loam|0.32
30.3817|-83.7583|25.6|66.6|1014.3|15.8|13.02|15.6|Warm Front|Morning|Winter|13.8|520.1|Suburban|231.6|Medium|Clay|0.41
30.6091|-103.2977|21.5|69.0|1007.5|5.5|2.74|16.4|Cold Front|Evening|Summer|61.1|772.6|Suburban|249.5|Low|Sandy|0.55
39.8158|-72.9686|10.8|48.8|1006.2|12.0|34.46|23.5|Cold Front|Evening|Fall|53.5|592.1|Urban|272.7|Medium|Sandy|0.03
31.9139|-87.2976|25.6|80.3|1010.0|3.5|16.12|29.4|Warm Front|Evening|Winter|69.2|521.8|Rural|252.5|Low|Loam|0.76
34.792|-95.8806|23.0|40.9|1000.3|8.8|38.26|20.6|Cold Front|Afternoon|Summer|79.6|706.2|Suburban|101.9|High|Loam|0.24
39.3845|-112.8793|30.0|37.8|1014.2|12.3|21.07|10.5|Warm Front|Afternoon|Winter|36.6|730.0|Rural|171.6|Low|Sandy|0.22
32.9694|-71.8109|30.1|79.0|1028.3|13.0|14.36|12.6|No Front|Afternoon|Winter|17.0|762.0|Rural|57.9|Low|Clay|0.18
35.3104|-107.5234|16.4|60.5|1006.6|18.3|39.49|21.8|Cold Front|Afternoon|Summer|85.8|528.5|Suburban|208.2|Medium|Clay|0.43
34.1877|-118.0286|33.2|66.1|1023.8|3.8|39.28|16.3|Warm Front|Morning|Fall|89.2|449.1|Suburban|209.3|Medium|Clay|0.69
36.9519|-112.7304|20.6|55.0|1022.3|13.0|8.73|19.0|No Front|Evening|Summer|80.4|490.5|Suburban|159.0|High|Sandy|0.9
30.1992|-92.4295|16.4|49.2|999.7|7.6|20.71|26.5|No Front|Morning|Fall|5.3|565.8|Urban|53.5|Low|Clay|0.31
36.3632|-73.1066|34.8|83.3|1013.4|12.8|18.43|12.8|Warm Front|Evening|Winter|36.9|757.3|Suburban|120.4|High|Loam|0.13
36.5909|-116.9222|29.0|62.5|1016.9|8.2|33.77|18.7|Warm Front|Evening|Spring|7.6|640.8|Rural|204.4|High|Clay|0.9
31.1452|-104.9962|15.3|50.0|990.6|17.5|32.03|26.5|Warm Front|Evening|Winter|12.5|794.2|Rural|265.9|High|Clay|0.0
36.9356|-94.4408|30.9|44.9|1027.9|10.1|48.44|19.1|Warm Front|Morning|Summer|73.9|502.9|Urban|165.8|Medium|Clay|0.09
38.6944|-104.1354|19.4|82.6|1024.2|2.8|13.02|25.2|No Front|Afternoon|Fall|41.8|540.5|Urban|64.9|High|Loam|0.66
36.4468|-114.5675|25.6|76.9|997.4|11.8|10.93|18.8|Warm Front|Morning|Spring|23.2|526.2|Suburban|144.6|Low|Clay|0.78
32.7147|-78.3037|13.2|31.0|996.0|13.5|3.06|29.8|No Front|Morning|Spring|57.5|773.6|Urban|289.0|High|Sandy|0.24
38.8052|-102.8865|14.7|31.6|981.9|15.2|31.7|25.3|Cold Front|Morning|Summer|88.0|456.9|Suburban|220.3|High|Sandy|0.71
39.3935|-83.7587|19.6|38.9|1005.2|12.1|18.57|25.9|No Front|Afternoon|Summer|83.4|724.1|Rural|110.7|High|Sandy|0.21
30.2948|-85.8981|12.0|62.4|1005.4|15.2|27.35|20.6|Cold Front|Evening|Spring|67.9|626.3|Suburban|95.0|High|Loam|0.6
35.1843|-119.3941|31.3|63.7|1008.1|16.3|31.56|21.8|No Front|Evening|Fall|40.4|717.4|Rural|232.8|Medium|Sandy|0.34
34.1955|-86.5343|27.0|52.6|1003.4|17.9|45.61|19.0|No Front|Evening|Winter|35.7|580.8|Suburban|63.4|High|Clay|0.87
36.6453|-118.2722|18.5|88.9|1025.3|0.9|20.02|27.9|Cold Front|Afternoon|Fall|20.8|408.3|Suburban|256.5|High|Sandy|0.48
34.9493|-89.3061|11.0|47.9|1019.7|16.5|38.95|10.3|Warm Front|Morning|Spring|57.4|432.3|Rural|213.2|High|Clay|0.0
30.6757|-117.1038|14.9|53.9|1025.5|12.2|48.52|11.4|Warm Front|Evening|Fall|92.8|757.3|Urban|294.7|Medium|Sandy|0.66
32.7459|-116.6859|10.7|71.7|991.0|3.7|17.08|17.3|No Front|Evening|Spring|54.4|442.6|Rural|275.3|Low|Loam|0.65
30.7524|-100.6872|25.9|61.5|988.9|6.6|49.46|28.7|Cold Front|Afternoon|Fall|6.9|695.3|Suburban|227.8|Medium|Loam|0.95
35.4984|-118.79|17.4|63.4|1013.2|1.9|24.54|14.2|Warm Front|Afternoon|Fall|98.5|589.7|Urban|145.2|Medium|Loam|0.43
39.5939|-108.1551|32.7|61.7|1024.3|3.3|12.78|20.9|Cold Front|Morning|Winter|16.1|643.2|Rural|215.2|Medium|Clay|0.81
38.3171|-84.0003|28.2|69.3|1002.8|14.7|38.37|15.4|No Front|Evening|Winter|74.0|615.7|Suburban|163.6|Medium|Sandy|0.59
38.864|-79.7222|15.6|67.7|1023.5|6.4|29.45|24.6|Warm Front|Afternoon|Spring|83.3|408.3|Rural|240.2|High|Clay|0.58
36.2581|-82.8858|33.5|61.8|1007.0|17.1|15.72|14.3|Cold Front|Evening|Spring|28.9|735.8|Urban|116.1|Low|Loam|0.26
38.1783|-111.2951|29.7|80.9|980.1|3.1|47.65|19.4|Warm Front|Afternoon|Winter|34.7|725.0|Rural|158.5|Medium|Clay|0.09
34.2439|-93.5498|18.5|36.2|1022.7|2.8|49.31|14.0|Cold Front|Afternoon|Summer|9.0|720.6|Urban|295.5|Low|Clay|0.25
30.2919|-81.6664|11.3|86.8|1025.9|11.1|48.67|26.3|No Front|Morning|Winter|88.1|431.6|Urban|242.9|High|Loam|0.3
37.0209|-108.4167|19.9|49.1|1021.4|9.3|24.19|11.9|Cold Front|Afternoon|Spring|70.2|606.6|Urban|191.2|Low|Clay|0.87
39.9924|-74.985|34.4|84.8|986.4|6.7|46.61|19.7|No Front|Afternoon|Spring|7.3|580.8|Urban|284.0|High|Sandy|0.53
34.3314|-99.0408|28.5|48.4|994.5|17.7|17.5|22.1|Warm Front|Afternoon|Fall|19.1|586.6|Urban|135.7|Medium|Sandy|0.44
33.7983|-90.8529|24.2|71.7|1015.9|16.2|11.06|26.6|Warm Front|Morning|Winter|62.6|554.3|Urban|231.3|High|Clay|0.25
34.8042|-78.5644|12.5|70.6|980.8|12.3|35.62|29.3|No Front|Afternoon|Spring|35.1|798.2|Urban|205.2|Medium|Clay|0.67
37.3742|-112.9583|11.4|48.4|1025.5|3.0|35.89|18.4|No Front|Morning|Fall|63.9|657.0|Rural|136.1|High|Clay|0.86
32.301|-81.1113|29.3|35.5|986.3|15.1|34.17|21.6|Cold Front|Afternoon|Summer|54.8|705.6|Urban|130.2|High|Clay|0.41
30.5357|-78.583|32.7|31.6|1026.5|10.7|17.57|11.7|No Front|Morning|Fall|93.1|509.6|Rural|101.2|Low|Sandy|0.44
30.6124|-70.1876|23.1|56.6|1011.4|15.1|46.06|15.7|Cold Front|Afternoon|Fall|9.4|569.8|Suburban|86.1|High|Sandy|0.75
32.4141|-89.1383|17.2|48.1|1010.1|4.0|19.54|14.7|Warm Front|Evening|Winter|2.4|687.7|Rural|93.1|Medium|Loam|0.42
31.6879|-84.5222|11.0|48.7|993.2|15.8|18.88|18.8|Cold Front|Morning|Spring|86.2|474.9|Rural|74.0|High|Clay|0.91
33.9335|-99.8786|16.6|45.4|985.2|8.8|43.36|15.0|Warm Front|Afternoon|Fall|71.5|739.9|Urban|125.8|High|Sandy|0.52
33.3107|-81.8729|20.3|40.7|1003.8|1.4|5.22|17.4|No Front|Morning|Fall|32.8|657.0|Urban|227.9|Medium|Loam|0.63
33.5445|-75.7693|16.5|50.0|1006.3|0.9|20.8|16.2|Warm Front|Evening|Fall|11.5|618.2|Urban|79.7|Medium|Sandy|0.05
35.3577|-108.2563|18.8|47.2|988.8|18.3|39.07|28.4|Warm Front|Morning|Fall|82.6|721.4|Rural|184.2|Medium|Loam|0.66
38.7996|-79.6537|17.7|59.2|1015.0|7.1|20.37|26.1|Cold Front|Morning|Spring|3.3|439.9|Rural|244.0|Low|Clay|0.64
36.8051|-116.0251|14.2|64.6|1021.0|4.7|40.25|20.4|Warm Front|Evening|Spring|67.4|453.9|Suburban|68.4|Medium|Sandy|0.7
39.1453|-100.7412|22.5|50.3|1021.4|12.0|41.65|11.9|Warm Front|Afternoon|Fall|48.7|764.0|Suburban|53.5|High|Loam|0.66
30.288|-79.8943|31.9|62.3|1016.7|3.3|31.76|27.2|Warm Front|Morning|Winter|32.6|699.5|Urban|88.6|High|Loam|0.46
32.5183|-113.6626|20.4|49.1|1002.6|2.6|0.71|13.4|No Front|Afternoon|Fall|42.0|796.3|Urban|296.9|High|Loam|0.37
35.4375|-86.5436|13.0|61.5|1007.6|0.3|34.95|10.0|Warm Front|Morning|Winter|53.8|618.5|Suburban|266.3|High|Sandy|0.63
37.8598|-87.2177|25.7|33.1|1017.8|3.8|22.72|11.2|No Front|Morning|Winter|57.1|468.0|Urban|101.3|High|Clay|0.47
39.4476|-100.4206|12.8|46.1|997.4|19.6|3.39|21.6|No Front|Morning|Winter|0.3|711.4|Urban|163.6|Low|Clay|0.66
38.3182|-85.2732|17.7|79.3|987.7|11.2|10.83|20.8|Cold Front|Afternoon|Summer|70.3|556.2|Rural|195.7|High|Clay|0.49
36.5501|-89.2117|18.8|35.3|1010.5|15.4|37.32|28.8|Warm Front|Afternoon|Fall|45.6|786.5|Rural|212.4|Medium|Sandy|0.65
36.4764|-79.1979|12.4|56.1|1013.1|0.5|16.06|28.2|Warm Front|Afternoon|Summer|1.9|654.5|Rural|152.3|Medium|Clay|0.59
36.6924|-117.145|29.7|70.6|1021.2|12.2|3.22|19.4|Warm Front|Evening|Summer|65.2|474.8|Rural|245.2|High|Clay|0.68
36.8972|-106.2581|31.3|85.3|984.0|1.4|47.62|29.2|Warm Front|Evening|Summer|51.3|534.9|Rural|125.2|High|Sandy|0.27
32.5746|-77.9166|24.4|40.5|989.2|18.2|25.84|18.0|No Front|Evening|Spring|98.0|597.3|Urban|296.8|Low|Clay|0.64
30.225|-97.1584|10.5|64.2|1004.9|17.3|48.22|23.2|Warm Front|Afternoon|Fall|68.6|663.0|Rural|82.2|Medium|Clay|0.76
38.7324|-98.9166|10.6|71.3|993.4|16.4|36.45|10.0|Warm Front|Evening|Spring|12.8|484.4|Urban|118.3|Low|Sandy|0.62
39.8122|-105.7278|22.1|32.2|986.8|18.2|5.8|23.9|Warm Front|Evening|Winter|90.4|523.3|Suburban|245.3|Low|Clay|0.94
38.0882|-96.3481|22.1|39.6|994.4|9.6|14.44|17.7|Cold Front|Evening|Summer|33.3|452.8|Rural|200.8|High|Loam|0.86
36.7432|-118.1523|27.3|55.1|993.4|9.2|31.38|23.5|No Front|Morning|Fall|88.9|453.8|Rural|88.5|Low|Loam|0.32
38.6794|-96.1634|18.6|45.0|1029.2|16.5|49.63|25.5|Cold Front|Evening|Winter|37.8|783.0|Suburban|231.9|Medium|Loam|0.33
34.1362|-103.8113|19.6|62.4|981.2|19.1|38.11|15.3|No Front|Afternoon|Summer|65.8|524.0|Rural|168.2|Low|Loam|0.05
31.7575|-102.3825|20.1|45.9|1022.4|4.8|22.24|20.2|Cold Front|Evening|Fall|63.5|790.3|Suburban|122.0|Low|Sandy|0.82
36.8943|-104.4316|10.9|70.0|999.3|15.3|24.12|18.5|Warm Front|Evening|Spring|85.3|609.0|Rural|148.5|Low|Loam|0.53
34.4087|-76.2657|26.4|50.9|1008.2|3.3|28.74|28.8|No Front|Morning|Summer|88.5|659.1|Suburban|69.1|High|Clay|0.46
39.6179|-96.8991|12.2|61.2|1023.0|14.3|18.87|23.9|Warm Front|Afternoon|Summer|37.9|731.9|Rural|205.9|Low|Clay|0.52
36.0361|-98.0755|34.9|43.4|1000.8|15.4|23.52|30.0|Cold Front|Evening|Fall|77.6|556.2|Rural|183.3|Low|Clay|0.51
30.815|-88.4073|12.3|85.4|1013.3|16.1|19.15|29.4|Warm Front|Evening|Spring|54.0|475.6|Rural|153.6|Medium|Loam|0.73
39.0519|-97.6487|24.1|32.2|1019.4|17.2|9.69|11.3|Warm Front|Morning|Fall|31.9|738.4|Suburban|65.5|High|Clay|0.75
33.0199|-103.1995|19.2|75.8|1027.1|8.5|16.05|21.3|Cold Front|Evening|Summer|41.6|436.2|Urban|174.0|Low|Sandy|0.87
31.092|-93.9892|27.2|50.9|1025.9|2.2|36.83|25.3|Warm Front|Afternoon|Summer|20.2|724.4|Rural|179.1|High|Loam|0.29
33.1925|-95.0029|32.9|76.0|1029.7|16.2|23.26|25.4|Warm Front|Morning|Fall|59.7|605.7|Suburban|100.3|Medium|Clay|0.05
32.0553|-96.7664|25.8|87.4|986.5|14.9|2.22|17.6|No Front|Afternoon|Winter|23.2|518.7|Urban|101.9|High|Sandy|0.0
36.4955|-71.6782|28.7|88.2|990.4|14.5|19.9|11.5|Warm Front|Evening|Summer|59.2|618.9|Suburban|59.4|Low|Sandy|0.15
33.5999|-83.8971|12.2|70.7|1027.8|4.6|17.55|27.4|Warm Front|Morning|Summer|66.9|769.2|Suburban|60.9|High|Clay|0.79
33.1199|-101.8168|19.7|68.0|1017.6|16.4|49.58|16.7|No Front|Afternoon|Summer|87.7|502.6|Suburban|281.9|Medium|Loam|0.05
34.0561|-116.157|12.9|43.5|980.9|5.3|32.8|28.3|Cold Front|Afternoon|Fall|84.6|466.1|Suburban|62.9|Medium|Loam|0.75
34.1883|-80.2646|34.5|69.9|990.9|7.3|17.89|14.8|Warm Front|Evening|Spring|52.6|461.5|Suburban|270.7|High|Clay|0.78
32.9709|-80.4896|24.5|32.5|1023.7|14.3|24.42|29.2|Cold Front|Evening|Spring|46.1|789.4|Urban|151.5|Medium|Loam|0.58
32.8894|-104.8009|21.4|84.5|981.3|9.1|15.73|16.7|No Front|Afternoon|Fall|78.2|606.3|Rural|208.5|High|Loam|0.65
33.2307|-73.3344|31.7|59.8|1019.5|14.2|6.65|14.0|Warm Front|Morning|Spring|25.2|407.3|Suburban|109.8|Low|Clay|0.11
30.3718|-98.5207|24.1|80.3|985.0|17.0|19.09|14.8|No Front|Morning|Spring|84.5|792.8|Urban|258.3|Low|Clay|0.4
31.3358|-112.7793|13.9|54.7|1022.8|19.4|6.03|10.0|Cold Front|Evening|Fall|93.0|519.2|Urban|115.3|High|Loam|0.17
32.3986|-112.5668|27.3|76.4|982.8|0.5|9.53|19.0|No Front|Morning|Summer|26.5|494.3|Urban|210.2|Medium|Clay|0.1
39.3202|-103.2175|29.0|66.2|1028.7|2.3|47.05|29.9|Cold Front|Evening|Fall|89.4|678.5|Suburban|152.0|Medium|Sandy|0.29
38.9961|-93.1322|34.2|81.6|1023.4|9.2|46.7|14.3|Cold Front|Afternoon|Spring|55.2|400.1|Suburban|59.9|Low|Sandy|0.25
39.2989|-101.1641|13.2|86.9|1025.5|14.4|16.72|19.4|No Front|Morning|Winter|6.9|698.4|Urban|157.3|High|Loam|0.29
38.1165|-86.5745|24.3|72.5|1023.2|3.9|36.31|13.6|Warm Front|Morning|Summer|6.4|572.9|Rural|90.0|Low|Loam|0.95
38.5414|-110.1603|28.0|35.0|1005.0|18.6|8.83|13.3|Warm Front|Evening|Spring|38.5|594.1|Urban|242.9|High|Sandy|0.92
38.182|-117.8817|28.0|35.8|993.9|1.5|15.57|28.5|Cold Front|Evening|Summer|25.2|547.9|Suburban|218.8|High|Clay|0.82
35.673|-91.2359|15.7|82.5|1012.2|0.7|20.75|13.1|No Front|Evening|Summer|19.7|781.8|Suburban|78.2|Low|Sandy|0.55
38.1246|-75.7581|31.6|42.4|1006.1|10.2|47.16|17.3|No Front|Morning|Spring|34.0|705.0|Rural|209.8|Medium|Sandy|0.56
33.6141|-102.7217|22.7|89.5|997.3|18.2|6.46|13.6|No Front|Evening|Summer|1.4|592.8|Rural|155.3|Low|Clay|0.44
38.1339|-94.8522|17.4|70.9|994.3|14.4|37.66|13.4|No Front|Morning|Fall|54.8|696.0|Rural|145.2|Medium|Loam|0.56
37.7111|-91.4312|26.6|38.4|1022.2|17.3|33.03|24.9|Warm Front|Morning|Fall|80.3|654.1|Rural|116.0|High|Loam|0.8
37.46|-116.895|28.8|52.1|1016.9|3.6|15.16|11.4|Warm Front|Evening|Winter|44.6|758.5|Rural|56.5|High|Clay|0.83
39.4966|-83.0516|24.2|48.1|981.8|4.0|41.07|13.4|Warm Front|Afternoon|Summer|97.8|462.4|Suburban|130.0|High|Clay|0.22
39.7832|-88.3039|17.4|43.2|1023.4|13.9|45.28|26.8|Cold Front|Afternoon|Spring|34.5|755.9|Rural|116.6|Low|Loam|0.61
33.3515|-77.8344|20.3|44.8|1025.5|12.4|44.66|17.3|No Front|Morning|Summer|16.4|545.4|Rural|265.0|Medium|Sandy|0.59
32.8173|-92.5488|11.5|56.3|1011.3|7.6|14.09|20.1|No Front|Morning|Spring|46.7|663.6|Urban|165.1|Low|Clay|0.04
30.6919|-118.1669|13.4|90.0|1028.5|10.5|0.46|17.8|No Front|Afternoon|Summer|10.5|695.6|Suburban|126.8|High|Clay|0.02
32.7947|-90.7914|30.7|69.5|1019.0|1.2|8.48|13.8|Cold Front|Evening|Fall|91.8|469.2|Urban|120.8|High|Loam|0.02
39.5762|-105.5418|32.2|35.1|983.7|9.2|33.56|15.5|Cold Front|Morning|Spring|80.1|548.2|Urban|104.3|Medium|Clay|0.52
34.5571|-104.1751|19.7|30.9|1001.5|19.3|17.89|12.3|Cold Front|Afternoon|Summer|34.6|428.8|Suburban|55.3|Medium|Loam|0.27
31.3159|-97.1086|11.3|39.4|997.1|4.6|19.41|12.1|Warm Front|Morning|Spring|7.9|683.7|Urban|266.3|Medium|Loam|0.26
37.514|-89.1832|16.6|32.1|985.3|17.1|48.17|10.2|Warm Front|Evening|Winter|18.7|527.0|Urban|80.4|High|Loam|0.5
34.9926|-116.2809|13.6|56.3|996.1|0.6|32.4|16.1|No Front|Evening|Summer|30.1|408.0|Rural|159.2|Low|Clay|0.61
36.7425|-113.5836|29.1|43.8|991.7|0.8|33.61|28.5|No Front|Evening|Summer|78.2|733.3|Rural|295.8|High|Sandy|0.77
30.2574|-90.2459|27.1|36.9|1021.7|17.2|22.58|24.1|No Front|Morning|Summer|51.6|579.0|Suburban|233.2|Medium|Clay|0.59
39.0385|-88.8689|30.0|45.9|989.6|14.2|41.04|13.0|Warm Front|Afternoon|Summer|47.9|613.0|Rural|158.4|High|Sandy|0.84
38.9424|-92.5648|32.0|32.3|983.5|15.3|28.28|24.6|No Front|Afternoon|Summer|81.9|475.6|Rural|156.5|Medium|Sandy|0.62
32.3358|-100.7293|21.5|34.0|1004.7|10.2|44.54|15.0|Cold Front|Evening|Summer|63.3|433.3|Rural|265.3|Low|Loam|0.74
30.9709|-102.2267|24.4|33.3|989.0|5.0|21.61|11.7|No Front|Afternoon|Summer|1.6|578.5|Urban|197.4|Medium|Clay|0.12
31.4042|-87.7794|31.8|33.5|1014.1|18.3|20.92|21.7|Cold Front|Morning|Spring|55.5|400.7|Urban|206.2|High|Clay|0.18
36.552|-72.6949|21.9|83.9|990.8|8.2|38.73|18.3|Cold Front|Morning|Fall|4.4|556.4|Suburban|210.7|Medium|Sandy|0.01
37.1601|-102.289|23.2|31.6|981.8|16.6|2.43|22.2|No Front|Morning|Spring|41.6|648.8|Suburban|62.0|High|Clay|0.76
38.2945|-102.4258|34.4|52.2|1001.6|5.9|40.0|21.7|No Front|Afternoon|Spring|84.4|504.5|Suburban|66.5|Low|Sandy|0.01
31.8006|-88.2153|33.8|66.6|982.1|8.0|29.06|25.2|No Front|Morning|Fall|61.1|614.6|Suburban|173.3|Medium|Clay|0.01
31.3393|-72.7258|21.2|46.7|1021.7|13.9|48.7|25.3|Warm Front|Afternoon|Fall|37.1|787.6|Rural|247.6|Medium|Loam|0.83
33.3899|-76.4601|28.4|36.3|1020.9|7.1|46.98|27.2|Cold Front|Evening|Fall|5.2|615.4|Rural|148.4|Low|Clay|0.06
34.245|-105.4431|20.7|81.0|1024.1|9.4|18.36|14.1|Warm Front|Morning|Fall|24.8|664.6|Suburban|121.1|High|Loam|0.5
35.1812|-111.461|21.5|32.7|1021.3|0.5|24.63|11.8|Cold Front|Morning|Spring|24.9|457.3|Urban|175.7|Low|Sandy|0.91
38.1274|-99.7493|24.9|66.9|1008.8|6.9|35.21|20.7|Warm Front|Morning|Winter|39.9|625.0|Suburban|270.0|Medium|Sandy|0.27
35.9922|-105.9652|29.6|47.3|1013.6|17.8|19.93|11.5|No Front|Morning|Summer|68.9|794.1|Rural|260.0|Medium|Loam|0.43
30.1865|-106.5716|26.2|81.4|981.9|14.5|0.97|27.0|No Front|Evening|Fall|85.1|564.9|Rural|132.8|Low|Loam|0.71
35.8775|-100.847|22.7|54.0|992.5|19.6|28.81|14.3|Cold Front|Evening|Winter|97.9|540.9|Rural|290.8|High|Loam|0.18
35.411|-92.1771|20.3|77.1|995.2|5.1|36.6|26.9|No Front|Evening|Winter|90.4|551.1|Rural|211.5|High|Loam|0.51
34.3836|-108.8638|28.5|66.2|1002.1|15.1|5.23|24.3|No Front|Afternoon|Summer|71.0|406.4|Urban|121.4|High|Loam|0.64
35.3722|-80.1914|13.9|42.2|1000.0|19.0|3.92|11.4|Cold Front|Morning|Winter|49.2|694.1|Rural|282.8|Medium|Loam|0.09
33.7809|-75.392|31.8|60.3|1011.1|10.0|8.0|16.2|No Front|Afternoon|Winter|36.1|452.3|Rural|104.6|Medium|Sandy|0.7
39.1655|-88.6023|17.5|47.7|996.8|13.8|44.06|21.0|Cold Front|Evening|Summer|74.7|550.8|Suburban|200.7|Low|Clay|0.12
32.5749|-89.642|19.8|32.6|1010.3|8.1|16.54|14.5|No Front|Evening|Summer|86.6|537.8|Urban|55.5|Low|Sandy|0.89
37.9791|-114.7798|11.1|47.5|1006.3|9.9|21.24|10.5|Warm Front|Morning|Summer|91.2|495.5|Suburban|252.3|Low|Loam|0.61
31.4897|-70.4108|28.6|50.8|1017.7|10.2|9.97|19.9|No Front|Morning|Fall|65.1|701.1|Rural|126.9|Medium|Loam|0.46
39.1488|-108.8813|31.1|32.7|990.0|7.1|33.67|23.0|Cold Front|Afternoon|Winter|44.7|746.9|Suburban|50.1|Medium|Loam|0.97
33.1868|-80.2286|31.3|67.9|1020.9|14.3|32.62|17.8|Warm Front|Morning|Summer|99.7|427.2|Urban|293.0|Medium|Sandy|0.08
33.5629|-78.5885|30.8|74.1|987.5|6.3|20.79|11.3|Warm Front|Evening|Summer|96.1|505.8|Urban|154.1|High|Sandy|0.08
35.2749|-85.2306|27.0|74.7|1003.7|1.2|19.34|15.2|Warm Front|Morning|Spring|49.3|502.0|Urban|198.9|Medium|Loam|0.9
30.602|-78.7397|24.7|49.6|1013.8|15.8|45.25|23.5|No Front|Evening|Winter|82.9|578.4|Urban|206.5|High|Sandy|0.48
33.8243|-106.9646|13.4|47.9|1029.9|15.2|14.16|12.3|Cold Front|Afternoon|Fall|65.9|402.6|Urban|182.9|Low|Sandy|0.82
37.9764|-87.7566|20.8|50.5|1008.5|18.3|18.82|17.2|Cold Front|Afternoon|Fall|76.2|536.4|Suburban|53.5|Medium|Clay|0.63
35.1017|-70.6357|24.3|66.3|998.1|7.2|11.84|23.1|No Front|Morning|Summer|68.6|742.4|Suburban|159.5|Medium|Sandy|0.89
34.9488|-100.114|22.6|72.5|990.0|13.2|38.36|27.1|Cold Front|Morning|Winter|38.5|676.5|Rural|91.1|Medium|Loam|0.27
32.4|-92.9913|32.6|38.8|1023.5|9.0|42.56|17.1|No Front|Evening|Summer|27.1|789.0|Suburban|106.2|Low|Clay|0.62
36.6225|-75.0706|16.0|49.1|993.5|16.9|40.16|11.2|No Front|Afternoon|Spring|30.2|569.7|Rural|146.3|High|Clay|0.62
39.5773|-88.1865|11.2|72.7|1000.0|17.8|42.04|28.8|Cold Front|Afternoon|Summer|30.7|722.1|Urban|77.9|Medium|Clay|0.46
34.8043|-72.8571|12.1|83.4|986.1|17.7|7.84|24.8|Cold Front|Afternoon|Winter|84.5|493.8|Rural|230.6|Low|Loam|0.29
36.987|-70.9321|32.6|64.1|1022.2|8.0|20.77|25.5|Cold Front|Afternoon|Summer|31.1|669.7|Suburban|204.3|High|Clay|0.72
36.4305|-98.421|32.0|53.6|1026.8|1.5|6.93|16.2|No Front|Evening|Summer|12.6|597.6|Rural|293.8|High|Sandy|0.44
39.869|-97.2077|19.8|56.6|1011.9|10.4|28.54|19.2|Cold Front|Afternoon|Winter|53.7|676.7|Urban|289.2|Low|Clay|0.5
39.8109|-118.7054|25.5|47.5|983.5|15.5|11.96|16.8|Cold Front|Afternoon|Winter|83.2|727.3|Urban|291.0|Medium|Sandy|0.52
31.8569|-110.9634|11.7|36.8|1008.3|1.7|4.6|22.1|Cold Front|Afternoon|Spring|43.5|588.9|Suburban|293.8|High|Loam|0.83
31.1697|-115.1404|31.2|84.1|994.9|4.9|9.82|18.0|Warm Front|Morning|Fall|32.2|403.2|Urban|290.2|Low|Loam|0.69
37.3773|-83.7781|14.4|74.0|981.7|3.2|47.4|24.0|Warm Front|Afternoon|Spring|29.2|635.5|Rural|139.5|High|Sandy|0.47
32.3247|-84.8559|22.0|51.6|1006.6|14.5|18.48|13.9|Cold Front|Morning|Fall|80.2|486.6|Suburban|142.7|Low|Sandy|0.87
36.1608|-94.2191|30.1|88.4|1001.8|8.7|20.97|27.0|Warm Front|Evening|Fall|71.9|759.1|Rural|269.1|Low|Clay|0.4
